country,continent,year,lifeExp,pop,gdpPercap,total_gdp_usd,iso_alpha,iso_num
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157,2582905425.016068,COG,178
"Congo, Rep.",Africa,1967,52.04,1179760,2677.9396420000007,3159326072.045921,COG,178
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683,4307096219.148814,COG,178
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978,5008605218.842082,COG,178
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522,8659832782.05667,COG,178
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194936999998,8671665463.487011,COG,178
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529,9675414210.846617,COG,178
"Congo, Rep.",Africa,1997,52.962,2800947,3484.164376,9758959756.464073,COG,178
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197,11597728065.426151,COG,178
"Congo, Rep.",Africa,2007,55.322,3800610,3632.557798,13805935492.65678,COG,178
Costa Rica,Americas,1952,57.206,926317,2627.0094710000008,2433443532.148308,CRI,188
Costa Rica,Americas,1957,60.026,1112300,2990.010802,3325789015.0646,CRI,188
Costa Rica,Americas,1962,62.842,1345187,3460.937025,4655607493.848675,CRI,188
Costa Rica,Americas,1967,65.42399999999999,1588717,4161.727834,6611807759.248979,CRI,188
Costa Rica,Americas,1972,67.84899999999999,1834796,5118.146939,9390755531.089445,CRI,188
Costa Rica,Americas,1977,70.75,2108457,5926.876967,12496565229.209919,CRI,188
Costa Rica,Americas,1982,73.45,2424367,5262.734751,12758800460.077618,CRI,188
Costa Rica,Americas,1987,74.752,2799811,5629.915318,15762698836.4049,CRI,188
Costa Rica,Americas,1992,75.71300000000002,3173216,6160.416317,19548331623.765472,CRI,188
Costa Rica,Americas,1997,77.26,3518107,6677.045314,23490559858.5006,CRI,188
Costa Rica,Americas,2002,78.123,3834934,7723.447195000002,29618910245.310135,CRI,188
Costa Rica,Americas,2007,78.782,4133884,9645.06142,39871565083.15528,CRI,188
Cote d'Ivoire,Africa,1952,40.477,2977019,1388.594732,4133872900.463908,CIV,384
Cote d'Ivoire,Africa,1957,42.469,3300000,1500.895925,4952956552.5,CIV,384
Cote d'Ivoire,Africa,1962,44.93,3832408,1728.8694280000002,6625733026.822625,CIV,384
Cote d'Ivoire,Africa,1967,47.35,4744870,2052.050473,9736712727.82351,CIV,384
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201111,14439714172.854256,CIV,384
Cote d'Ivoire,Africa,1977,52.374,7459574,2517.736547,18781242084.85098,CIV,384
Cote d'Ivoire,Africa,1982,53.983,9025951,2602.710169,23491934452.59572,CIV,384
Cote d'Ivoire,Africa,1987,54.655,10761098,2156.9560690000008,23211215640.20377,CIV,384
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.073791,21050180710.631435,CIV,384
Cote d'Ivoire,Africa,1997,47.99100000000001,14625967,1786.265407,26125858896.02357,CIV,384
Cote d'Ivoire,Africa,2002,46.832,16252726,1648.800823,26797508004.7935,CIV,384
Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112,27826215570.25181,CIV,384
Croatia,Europe,1952,61.21,3882229,3119.23652,12109590475.80308,HRV,191
Croatia,Europe,1957,64.77,3991242,4338.231617,17314932235.498314,HRV,191
Croatia,Europe,1962,67.13,4076557,5477.890018,22330930898.108025,HRV,191
Croatia,Europe,1967,68.5,4174366,6960.297861,29054830740.831127,HRV,191
Croatia,Europe,1972,69.61,4225310,9164.090127,38721121654.514366,HRV,191
Croatia,Europe,1977,70.64,4318673,11305.38517,48824261688.27941,HRV,191
Croatia,Europe,1982,70.46,4413368,13221.82184,58352765410.357124,HRV,191
Croatia,Europe,1987,71.52,4484310,13822.58394,61984751387.9814,HRV,191
Croatia,Europe,1992,72.527,4494013,8447.794873,37964499980.59535,HRV,191
Croatia,Europe,1997,73.68,4444595,9875.604515,43893062449.34643,HRV,191
Croatia,Europe,2002,74.876,4481020,11628.38895,52107043452.729004,HRV,191
Croatia,Europe,2007,75.748,4493312,14619.222719999998,65688728878.44863,HRV,191
Cuba,Americas,1952,59.42100000000001,6007797,5586.53878,33562790922.86766,CUB,192
Cuba,Americas,1957,62.325,6640752,6092.1743590000015,40456619058.877975,CUB,192
Cuba,Americas,1962,65.24600000000001,7254373,5180.75591,37583135793.09443,CUB,192
Cuba,Americas,1967,68.29,8139332,5690.268015,46314980543.06598,CUB,192
Cuba,Americas,1972,70.723,8831348,5305.445256,46854233350.68509,CUB,192
Cuba,Americas,1977,72.649,9537988,6380.494965999998,60857084419.768394,CUB,192
Cuba,Americas,1982,73.717,9789224,7316.918106999998,71626950339.07895,CUB,192
Cuba,Americas,1987,74.17399999999998,10239839,7532.924762999999,77135936772.23315,CUB,192
Cuba,Americas,1992,74.414,10723260,5592.843963,59973519954.67938,CUB,192
Cuba,Americas,1997,76.15100000000002,10983007,5431.990415,59659588751.87791,CUB,192
Cuba,Americas,2002,77.158,11226999,6340.646683,71186433969.39432,CUB,192
Cuba,Americas,2007,78.273,11416987,8948.102923,102160374746.55301,CUB,192
Czech Republic,Europe,1952,66.87,9125183,6876.14025,62746038114.91576,CZE,203
Czech Republic,Europe,1957,69.03,9513758,8256.343918,78548858000.62386,CZE,203
Czech Republic,Europe,1962,69.9,9620282,10136.86713,97519520387.13066,CZE,203
Czech Republic,Europe,1967,70.38,9835109,11399.44489,112114783032.64302,CZE,203
Czech Republic,Europe,1972,70.29,9862158,13108.4536,129277640538.8688,CZE,203
Czech Republic,Europe,1977,70.71,10161915,14800.16062,150397974206.7873,CZE,203
Czech Republic,Europe,1982,70.96,10303704,15377.22855,158442411319.5492,CZE,203
Czech Republic,Europe,1987,71.58,10311597,16310.4434,168186719232.1098,CZE,203
Czech Republic,Europe,1992,72.4,10315702,14297.02122,147483810393.19644,CZE,203
Czech Republic,Europe,1997,74.01,10300707,16048.51424,165311042971.5677,CZE,203
Czech Republic,Europe,2002,75.51,10256295,17596.210219999994,180471922898.33484,CZE,203
Czech Republic,Europe,2007,76.486,10228744,22833.30851,233556067421.81143,CZE,203
Denmark,Europe,1952,70.78,4334000,9692.385245,42006797651.829994,DNK,208
Denmark,Europe,1957,71.81,4487831,11099.65935,49813395320.36985,DNK,208
Denmark,Europe,1962,72.35,4646899,13583.31351,63120285966.30549,DNK,208
Denmark,Europe,1967,72.96,4838800,15937.21123,77116977699.724,DNK,208
Denmark,Europe,1972,73.47,4991596,18866.20721,94172484444.60716,DNK,208
Denmark,Europe,1977,74.69,5088419,20422.9015,103920280027.7285,DNK,208
Denmark,Europe,1982,74.63,5117810,21688.04048,110995270448.94879,DNK,208
Denmark,Europe,1987,74.8,5127024,25116.17581,128771236166.08945,DNK,208
Denmark,Europe,1992,75.33,5171393,26406.73985,136559629613.11105,DNK,208
Denmark,Europe,1997,76.11,5283663,29804.34567,157476118455.7892,DNK,208
Denmark,Europe,2002,77.18,5374693,32166.50006,172885062706.98157,DNK,208
Denmark,Europe,2007,78.332,5468120,35278.41874,192906627080.56882,DNK,208
Djibouti,Africa,1952,34.812,63149,2669.529475,168578116.816775,DJI,262
Djibouti,Africa,1957,37.328,71851,2864.9690760000008,205850893.07967606,DJI,262
Djibouti,Africa,1962,39.69300000000001,89898,3020.989263,271580892.765174,DJI,262
Djibouti,Africa,1967,42.074,127617,3020.050513,385409786.31752104,DJI,262
Djibouti,Africa,1972,44.36600000000001,178848,3694.2123520000014,660702490.7304963,DJI,262
Djibouti,Africa,1977,46.519,228694,3081.761022,704780255.1652681,DJI,262
Djibouti,Africa,1982,48.812,305991,2879.468067,881091313.2893969,DJI,262
Djibouti,Africa,1987,50.04,311025,2880.102568,895783901.2121999,DJI,262
Djibouti,Africa,1992,51.604,384156,2377.156192000001,913198814.0939523,DJI,262
Djibouti,Africa,1997,53.157,417908,1895.016984,791942757.749472,DJI,262
Djibouti,Africa,2002,53.37300000000001,447416,1908.260867,853786444.069672,DJI,262
Djibouti,Africa,2007,54.791,496374,2082.4815670000007,1033689705.3380584,DJI,262
Dominican Republic,Americas,1952,45.928,2491346,1397.717137,3482196998.3964024,DOM,214
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,4514577213.34207,DOM,214
Dominican Republic,Americas,1962,53.459,3453434,1662.137359,5740081668.240807,DOM,214
Dominican Republic,Americas,1967,56.75100000000001,4049146,1653.7230029999996,6696165882.705437,DOM,214
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,10229624253.539171,DOM,214
Dominican Republic,Americas,1977,61.788,5302800,2681.9889,14222050738.919998,DOM,214
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,17075997880.890713,DOM,214
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,19299310927.750977,DOM,214
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,22378569689.886734,DOM,214
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,28885187703.878746,DOM,214
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,39478410078.32559,DOM,214
Dominican Republic,Americas,2007,72.235,9319622,6025.3747520000015,56154215096.98376,DOM,214
Ecuador,Americas,1952,48.357,3548753,3522.110717,12499100973.285902,ECU,218
Ecuador,Americas,1957,51.356,4058385,3780.546651,15342913820.218636,ECU,218
Ecuador,Americas,1962,54.64,4681707,4086.114078,19129988881.771145,ECU,218
Ecuador,Americas,1967,56.678,5432424,4579.074215,24875472663.347157,ECU,218
Ecuador,Americas,1972,58.79600000000001,6298651,5280.99471,33263142611.13621,ECU,218
Ecuador,Americas,1977,61.31,7278866,6679.62326,48620082640.02316,ECU,218
Ecuador,Americas,1982,64.342,8365850,7213.791267,60349495671.031944,ECU,218
Ecuador,Americas,1987,67.23100000000001,9545158,6481.776993,61869585518.9499,ECU,218
Ecuador,Americas,1992,69.613,10748394,7103.702595000002,76353394349.88245,ECU,218
Ecuador,Americas,1997,72.312,11911819,7429.4558769999985,88498333675.31024,ECU,218
Ecuador,Americas,2002,74.173,12921234,5773.044512,74594859031.96782,ECU,218
Ecuador,Americas,2007,74.994,13755680,6873.262326000001,94546397112.51169,ECU,218
Egypt,Africa,1952,41.893,22223309,1418.822445,31530929611.370506,EGY,818
Egypt,Africa,1957,44.444,25009741,1458.915272,36487093093.66455,EGY,818
Egypt,Africa,1962,46.992,28173309,1693.335853,47706874227.34758,EGY,818
Egypt,Africa,1967,49.293,31681188,1814.880728,57497577541.344864,EGY,818
Egypt,Africa,1972,51.137,34807417,2024.008147,70450495584.0263,EGY,818
Egypt,Africa,1977,53.319,38783863,2785.493582,108032201471.66727,EGY,818
Egypt,Africa,1982,56.006,45681811,3503.729636,160056715026.8508,EGY,818
Egypt,Africa,1987,59.797,52799062,3885.46071,205148680925.854,EGY,818
Egypt,Africa,1992,63.674,59402198,3794.755195,225416799454.9186,EGY,818
Egypt,Africa,1997,67.217,66134291,4173.181797,275990419358.7009,EGY,818
Egypt,Africa,2002,69.806,73312559,4754.604414,348572216623.03546,EGY,818
Egypt,Africa,2007,71.33800000000002,80264543,5581.180998,447970942204.7539,EGY,818
El Salvador,Americas,1952,45.262,2042865,3048.3029,6227271303.8085,SLV,222
El Salvador,Americas,1957,48.57,2355805,3421.523218,8060441504.580489,SLV,222
El Salvador,Americas,1962,52.307,2747687,3776.803627,10377474227.460749,SLV,222
El Salvador,Americas,1967,55.855,3232927,4358.595393,14091020728.10531,SLV,222
El Salvador,Americas,1972,58.207,3790903,4520.246008,17135814152.465225,SLV,222
El Salvador,Americas,1977,56.69600000000001,4282586,5138.922374,22007877013.979164,SLV,222
El Salvador,Americas,1982,56.604,4474873,4098.344175,18339569693.414776,SLV,222
El Salvador,Americas,1987,63.154,4842194,4140.442097,20048823879.44082,SLV,222
El Salvador,Americas,1992,66.798,5274649,4444.2317,23441762292.1733,SLV,222
El Salvador,Americas,1997,69.535,5783439,5154.825496,29812618811.760746,SLV,222
El Salvador,Americas,2002,70.734,6353681,5351.568665999999,34002160153.359543,SLV,222
El Salvador,Americas,2007,71.878,6939688,5728.353514,39752986140.86363,SLV,222
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,81501034.5602684,GNQ,226
Equatorial Guinea,Africa,1957,35.98300000000001,232922,426.0964081,99247227.56746821,GNQ,226
Equatorial Guinea,Africa,1962,37.485,249220,582.8419713999998,145255876.11230797,GNQ,226
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,237930439.59366003,GNQ,226
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,186663659.8077313,GNQ,226
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,184691860.57917,GNQ,226
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,264878362.31002408,GNQ,226
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,329947736.7037356,GNQ,226
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,439053960.276492,GNQ,226
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,1238289912.258105,GNQ,226
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,3818060562.4293,GNQ,226
Equatorial Guinea,Africa,2007,51.57899999999999,551201,12154.08975,6699346424.289749,GNQ,226
Eritrea,Africa,1952,35.92800000000001,1438760,328.9405571000001,473266515.9331961,ERI,232
Eritrea,Africa,1957,38.047,1542611,344.1618859,530907910.9700849,ERI,232
Eritrea,Africa,1962,40.158,1666618,380.9958433000001,634974530.3689595,ERI,232
Eritrea,Africa,1967,42.18899999999999,1820319,468.7949699,853356390.8133981,ERI,232
Eritrea,Africa,1972,44.142,2260187,514.3242081999998,1162468889.158933,ERI,232
Eritrea,Africa,1977,44.535,2512642,505.7538077,1270778258.8869433,ERI,232
Eritrea,Africa,1982,43.89,2637297,524.8758493,1384253502.731342,ERI,232
Eritrea,Africa,1987,46.453,2915959,521.1341333,1519605766.2033348,ERI,232
Eritrea,Africa,1992,49.99100000000001,3668440,582.8585102000002,2138181473.1580887,ERI,232
Eritrea,Africa,1997,53.378,4058319,913.47079,3707155863.00201,ERI,232
Eritrea,Africa,2002,55.24,4414865,765.3500015,3378916934.3722973,ERI,232
Eritrea,Africa,2007,58.04,4906585,641.3695236000002,3146934083.952907,ERI,232
Ethiopia,Africa,1952,34.078,20860941,362.1462796,7554712172.1051035,ETH,231
Ethiopia,Africa,1957,36.667,22815614,378.9041632,8644931130.564205,ETH,231
Ethiopia,Africa,1962,40.059,25145372,419.4564161,10547387620.62129,ETH,231
Ethiopia,Africa,1967,42.115,27860297,516.1186438,14379218703.505207,ETH,231
Ethiopia,Africa,1972,43.515,30770372,566.2439442000001,17423536805.781246,ETH,231
Ethiopia,Africa,1977,44.51,34617799,556.8083834,19275480698.056137,ETH,231
Ethiopia,Africa,1982,44.916,38111756,577.8607471,22023287795.452908,ETH,231
Ethiopia,Africa,1987,46.684,42999530,573.7413142000001,24670606852.18233,ETH,231
Ethiopia,Africa,1992,48.091,52088559,421.3534653,21947694837.133503,ETH,231
Ethiopia,Africa,1997,49.402,59861301,515.8894013,30881810733.929092,ETH,231
Ethiopia,Africa,2002,50.725,67946797,530.0535319,36015439731.14233,ETH,231
Ethiopia,Africa,2007,52.947,76511887,690.8055759,52854838162.23072,ETH,231
Finland,Europe,1952,66.55,4090500,6424.519071,26279495259.9255,FIN,246
Finland,Europe,1957,67.49,4324000,7545.415386,32626376129.064,FIN,246
Finland,Europe,1962,68.75,4491443,9371.842561,42093096667.70552,FIN,246
Finland,Europe,1967,69.83,4605744,10921.63626,50302260674.67744,FIN,246
Finland,Europe,1972,70.87,4639657,14358.8759,66620259081.5663,FIN,246
Finland,Europe,1977,72.52,4738902,15605.42283,73952569459.93266,FIN,246
Finland,Europe,1982,74.55,4826933,18533.15761,89458310061.91013,FIN,246
Finland,Europe,1987,74.83,4931729,21141.01223,104261743104.04567,FIN,246
Finland,Europe,1992,75.7,5041039,20647.16499,104083163954.02461,FIN,246
Finland,Europe,1997,77.13,5134406,23723.9502,121808392250.58119,FIN,246
Finland,Europe,2002,78.37,5193039,28204.59057,146467538809.04224,FIN,246
Finland,Europe,2007,79.313,5238460,33207.0844,173953983346.024,FIN,246
France,Europe,1952,67.41,42459667,7029.809327,298483363097.9141,FRA,250
France,Europe,1957,68.93,44310863,8662.834898000001,383857690356.89703,FRA,250
France,Europe,1962,70.51,47124000,10560.48553,497652320115.72,FRA,250
France,Europe,1967,71.55,49569000,12999.91766,644392918488.5399,FRA,250
France,Europe,1972,72.38,51732000,16107.19171,833257241541.72,FRA,250
France,Europe,1977,73.83,53165019,18292.63514,972528294778.1676,FRA,250
France,Europe,1982,74.89,54433565,20293.89746,1104669186492.2449,FRA,250
France,Europe,1987,76.34,55630100,22066.44214,1227558382892.414,FRA,250
France,Europe,1992,77.46,57374179,24703.79615,1417360022289.6108,FRA,250
France,Europe,1997,78.64,58623428,25889.78487,1517747939261.9343,FRA,250
France,Europe,2002,79.59,59925035,28926.03234,1733393500385.632,FRA,250
France,Europe,2007,80.657,61083916,30470.0167,1861227940621.3972,FRA,250
Gabon,Africa,1952,37.003,420702,4293.476475,1806274139.9854503,GAB,266
Gabon,Africa,1957,38.999,434904,4976.198099,2164168458.047496,GAB,266
Gabon,Africa,1962,40.489,455661,6631.459222,3021697340.5557423,GAB,266
Gabon,Africa,1967,44.598,489004,8358.761987,4087468046.690948,GAB,266
Gabon,Africa,1972,48.69,537977,11401.94841,6133985999.76657,GAB,266
Gabon,Africa,1977,52.79,706367,21745.57328,15360355361.073761,GAB,266
Gabon,Africa,1982,56.56399999999999,753874,15113.36194,11393570619.155561,GAB,266
Gabon,Africa,1987,60.19,880397,11864.40844,10445389597.35068,GAB,266
Gabon,Africa,1992,61.36600000000001,985739,13522.15752,13329318031.60728,GAB,266
Gabon,Africa,1997,60.46100000000001,1126189,14722.841880000002,16580702573.995321,GAB,266
Gabon,Africa,2002,56.761,1299304,12521.71392,16269512983.111681,GAB,266
Gabon,Africa,2007,56.735,1454867,13206.48452,19213678514.15884,GAB,266
Gambia,Africa,1952,30.0,284320,485.2306591,137960780.995312,GMB,270
Gambia,Africa,1957,32.065,323150,520.9267111,168337466.691965,GMB,270
Gambia,Africa,1962,33.896,374020,599.650276,224281196.22952,GMB,270
Gambia,Africa,1967,35.857,439593,734.7829124,323005424.8106532,GMB,270
Gambia,Africa,1972,38.308,517101,756.0868363,390973259.13756627,GMB,270
Gambia,Africa,1977,41.842,608274,884.7552507000001,538173615.3642919,GMB,270
Gambia,Africa,1982,45.58,715523,835.8096107999999,598041000.1484483,GMB,270
Gambia,Africa,1987,49.265,848406,611.6588611000002,518935047.7104068,GMB,270
Gambia,Africa,1992,52.644,1025384,665.6244126,682520622.6894385,GMB,270
Gambia,Africa,1997,55.861,1235767,653.7301704,807858171.4846969,GMB,270
Gambia,Africa,2002,58.041,1457766,660.5855997,962979227.3322701,GMB,270
Gambia,Africa,2007,59.448,1688359,752.7497265,1270911775.4838135,GMB,270
Germany,Europe,1952,67.5,69145952,7144.114393000002,493986590900.88727,DEU,276
Germany,Europe,1957,69.1,71019069,10187.82665,723529963816.3889,DEU,276
Germany,Europe,1962,70.3,73739117,12902.46291,951416222108.6505,DEU,276
Germany,Europe,1967,70.8,76368453,14745.62561,1126100616352.8813,DEU,276
Germany,Europe,1972,71.0,78717088,18016.18027,1418181247737.4539,DEU,276
Germany,Europe,1977,72.5,78160773,20512.92123,1603305779824.911,DEU,276
Germany,Europe,1982,73.8,78335266,22031.53274,1725845977575.6086,DEU,276
Germany,Europe,1987,74.847,77718298,24639.18566,1914915573601.2065,DEU,276
Germany,Europe,1992,76.07,80597764,26505.30317,2136268169644.1118,DEU,276
Germany,Europe,1997,77.34,82011073,27788.88416,2278996207434.3037,DEU,276
Germany,Europe,2002,78.67,82350671,30035.80198,2473468447076.1284,DEU,276
Germany,Europe,2007,79.406,82400996,32170.37442,2650870893900.9224,DEU,276
Ghana,Africa,1952,43.149,5581001,911.2989371,5085960279.254037,GHA,288
Ghana,Africa,1957,44.779,6391288,1043.5615369999996,6669702328.689653,GHA,288
Ghana,Africa,1962,46.452,7355248,1190.041118,8753047553.087265,GHA,288
Ghana,Africa,1967,48.072,8490213,1125.69716,9557408661.895079,GHA,288
Ghana,Africa,1972,49.875,9354120,1178.223708,11021245951.47696,GHA,288
Ghana,Africa,1977,51.756,10538093,993.2239571,10466686429.74781,GHA,288
Ghana,Africa,1982,53.744,11400338,876.032569,9987067385.608322,GHA,288
Ghana,Africa,1987,55.729,14168101,847.0061135,12000468163.685463,GHA,288
Ghana,Africa,1992,57.50100000000001,16278738,925.060154,15058811881.205652,GHA,288
Ghana,Africa,1997,58.556,18418288,1005.245812,18514906876.209854,GHA,288
Ghana,Africa,2002,58.453,20550751,1111.9845779999996,22852118178.31807,GHA,288
Ghana,Africa,2007,60.022,22873338,1327.60891,30366847330.241577,GHA,288
Greece,Europe,1952,65.86,7733250,3530.690067,27303708960.62775,GRC,300
Greece,Europe,1957,67.86,8096218,4916.299889,39803435654.7198,GRC,300
Greece,Europe,1962,69.51,8448233,6017.190732999999,50834629317.82478,GRC,300
Greece,Europe,1967,71.0,8716441,8513.097016,74203907867.24005,GRC,300
Greece,Europe,1972,72.34,8888628,12724.82957,113106276411.12996,GRC,300
Greece,Europe,1977,73.68,9308479,14195.52428,132138739654.37012,GRC,300
Greece,Europe,1982,75.24,9786480,15268.42089,149424095671.5672,GRC,300
Greece,Europe,1987,76.67,9974490,16120.52839,160794049220.7711,GRC,300
Greece,Europe,1992,77.03,10325429,17541.49634,181123475012.42987,GRC,300
Greece,Europe,1997,77.869,10502372,18747.69814,196895300009.9881,GRC,300
Greece,Europe,2002,78.256,10603863,22514.2548,238738073446.2924,GRC,300
Greece,Europe,2007,79.483,10706290,27538.41188,294834223726.7252,GRC,300
Guatemala,Americas,1952,42.023,3146381,2428.2377690000008,7640161179.863992,GTM,320
Guatemala,Americas,1957,44.142,3640876,2617.155967,9528740348.507093,GTM,320
Guatemala,Americas,1962,46.95399999999999,4208858,2750.364446,11575893401.462667,GTM,320
Guatemala,Americas,1967,50.01600000000001,4690773,3242.531147,15209977556.006632,GTM,320
Guatemala,Americas,1972,53.738,5149581,4031.408271,20760063435.58445,GTM,320
Guatemala,Americas,1977,56.029,5703430,4879.992748,27832697038.72564,GTM,320
Guatemala,Americas,1982,58.137,6395630,4820.49479,30830101093.7677,GTM,320
Guatemala,Americas,1987,60.782,7326406,4246.485974,31111480318.829445,GTM,320
Guatemala,Americas,1992,63.37300000000001,8486949,4439.45084,37677392867.087166,GTM,320
Guatemala,Americas,1997,66.322,9803875,4684.313807,45924427024.60213,GTM,320
Guatemala,Americas,2002,68.97800000000001,11178650,4858.347495,54309766224.98175,GTM,320
Guatemala,Americas,2007,70.259,12572928,5186.050003,65203833292.11879,GTM,320
Guinea,Africa,1952,33.609,2664249,510.1964923000001,1359290494.413783,GIN,324
Guinea,Africa,1957,34.558,2876726,576.2670245,1657762332.321787,GIN,324
Guinea,Africa,1962,35.753,3140003,686.3736739,2155215395.1670218,GIN,324
Guinea,Africa,1967,37.197,3451418,708.7595409,2446225437.1339965,GIN,324
Guinea,Africa,1972,38.842,3811387,741.6662307,2826777030.028981,GIN,324
Guinea,Africa,1977,40.762,4227026,874.6858642999998,3697319890.228571,GIN,324
Guinea,Africa,1982,42.89100000000001,4710497,857.2503577,4038075238.194777,GIN,324
Guinea,Africa,1987,45.552,5650262,805.5724717999999,4551695525.657611,GIN,324
Guinea,Africa,1992,48.576,6990574,794.3484384,5552951540.4196415,GIN,324
Guinea,Africa,1997,51.455,8048834,869.4497667999998,6998056844.31191,GIN,324
Guinea,Africa,2002,53.676,8807818,945.5835837,8328528109.017366,GIN,324
Guinea,Africa,2007,56.007,9947814,942.6542111,9377348758.339535,GIN,324
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,174108987.27830702,GNB,624
Guinea-Bissau,Africa,1957,33.489000000000004,601095,431.79045660000014,259547084.50997707,GNB,624
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,327743619.74295,GNB,624
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402000002,430269336.4039375,GNB,624
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876000002,512936468.3261237,GNB,624
Guinea-Bissau,Africa,1977,37.465,745228,764.7259627999998,569895199.8055183,GNB,624
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,692279501.2130277,GNB,624
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,683042950.1421604,GNB,624
Guinea-Bissau,Africa,1992,43.26600000000001,1050938,745.5398706,783516180.5286227,GNB,624
Guinea-Bissau,Africa,1997,44.87300000000001,1193708,796.6644681,950984748.8867148,GNB,624
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,767102932.3085784,GNB,624
Guinea-Bissau,Africa,2007,46.38800000000001,1472041,579.2317429999998,852652874.1974628,GNB,624
Haiti,Americas,1952,37.579,3201488,1840.366939,5891912670.805232,HTI,332
Haiti,Americas,1957,40.696,3507701,1726.887882,6057406350.579282,HTI,332
Haiti,Americas,1962,43.59,3880130,1796.589032,6970999000.73416,HTI,332
Haiti,Americas,1967,46.243,4318137,1452.057666,6270183933.688242,HTI,332
Haiti,Americas,1972,48.042,4698301,1654.456946,7773136723.848746,HTI,332
Haiti,Americas,1977,49.923,4908554,1874.298931,9200097514.955774,HTI,332
Haiti,Americas,1982,51.46100000000001,5198399,2011.159549,10454809788.362051,HTI,332
Haiti,Americas,1987,53.636,5756203,1823.015995,10493650139.466986,HTI,332
Haiti,Americas,1992,55.089,6326682,1456.309517,9213607207.632593,HTI,332
Haiti,Americas,1997,56.67100000000001,6913545,1341.726931,9276089515.180395,HTI,332
Haiti,Americas,2002,58.137,7607651,1270.364932,9664493045.294731,HTI,332
Haiti,Americas,2007,60.916,8502814,1201.637154,10217297215.951357,HTI,332
Honduras,Americas,1952,41.912,1517453,2194.926204,3330697353.0384116,HND,340
Honduras,Americas,1957,44.665,1770390,2220.487682,3931129187.33598,HND,340
Honduras,Americas,1962,48.041,2090162,2291.156835,4788888952.557269,HND,340
Honduras,Americas,1967,50.924,2500689,2538.269358,6347422262.587662,HND,340
Honduras,Americas,1972,53.88399999999999,2965146,2529.842345,7501351909.90737,HND,340
Honduras,Americas,1977,57.402,3055235,3203.208066,9786553395.52551,HND,340
Honduras,Americas,1982,60.909,3669448,3121.7607940000007,11455138902.021715,HND,340
Honduras,Americas,1987,64.492,4372203,3023.096699,13217592456.657898,HND,340
Honduras,Americas,1992,66.399,5077347,3081.694603,15646832847.45824,HND,340
Honduras,Americas,1997,67.65899999999999,5867957,3160.454906,18545413488.847042,HND,340
Honduras,Americas,2002,68.565,6677328,3099.72866,20697904973.82048,HND,340
Honduras,Americas,2007,70.19800000000001,7483763,3548.3308460000007,26554867097.053505,HND,340
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,6493394048.2131,HKG,344
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,9930241909.2891,HKG,344
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648271999999,15510141068.614399,HKG,344
"Hong Kong, China",Asia,1967,70.0,3722800,6197.962814,23073775963.9592,HKG,344
"Hong Kong, China",Asia,1972,72.0,4115700,8315.928145,34225865466.3765,HKG,344
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,51273915647.625,HKG,344
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,76653912869.895,HKG,344
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,111905051122.03189,HKG,344
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,144329299236.98495,HKG,344
"Hong Kong, China",Asia,1997,80.0,6495918,28377.63219,184338771740.40042,HKG,344
"Hong Kong, China",Asia,2002,81.495,6762476,30209.015160000006,204287740003.1362,HKG,344
